region_match,year,ln_yield,temp_grow_mean,prec_grow_sum,spi_grow_mean,spei_grow_mean,ln_subsidy_main,ln_subsidy_per_area,ln_yield_lag1,temp_grow_sq,spi_sq,spei_sq,temp_x_subsidy,spi_x_subsidy,spei_x_subsidy,agro_zone,W_ln_yield,W_temp_grow_mean,W_prec_grow_sum,W_spi_grow_mean,W_spei_grow_mean,W_ln_subsidy_main,W_ln_subsidy_per_area,W_ln_yield_lag1,W_temp_grow_sq,W_spi_sq,W_spei_sq,W_temp_x_subsidy,W_spi_x_subsidy,W_spei_x_subsidy
Kalmyk,2016,7.791517460236877,21.391130333333333,6129.591724834538,1.0042776804868951,1.035701376183192,26.26452938388915,20.933483486719037,7.370025138894142,457.5804569376534,1.0085736595241384,1.072677340627758,561.8279711944358,26.376880648732097,27.20220922769788,volga_dry,8.027647263028834,19.4413303,10185.126404479803,1.2246423089160117,1.3335648198718455,24.905235589216485,18.762296856965353,7.849407211928058,380.70901146295375,1.5502070156612215,1.8997583374250842,483.060437327465,30.524722622482166,33.24906746508509
Kaluga,2016,7.544887169063214,14.964639166666666,13702.519149845406,0.9516190475827674,0.6359524255463886,25.1891739567964,20.777091070813743,7.820503059346072,223.940425388534,0.9055788117223332,0.4044354875583349,376.9468991698553,23.97049773016324,16.019116275334593,other,7.885656879878384,15.2038231375,13662.841550677478,1.0224899198275448,0.693311993669117,25.565588522159462,20.056157373462504,7.909304187032115,231.33914664975515,1.200013379999288,0.7817540206372172,388.44955564996593,26.30054181975468,17.91349666922699
Karachay-Cherkess,2016,8.439274077660315,11.00365675,27615.951101835235,1.026986737912718,1.2385224922795024,26.332737634314523,21.708549442490668,8.334935640766895,121.08046187182056,1.0547017598486057,1.53393796388223,289.756406215804,27.043372323376133,32.61368784339347,other,8.535721268582854,17.52877772222222,17360.026636039744,1.140053587273608,1.2838384768524433,24.309665836092123,17.328260903094677,8.431529313387536,317.3301058580081,1.41518434122865,1.851050167839031,421.8853316342058,28.00235438681501,31.527823874123087
Khabarovsk,2016,7.174701452954739,8.60297875,18371.92641060544,0.8741900305338208,1.6484762633319283,23.901319715419355,21.691727489274477,7.459287163225085,74.01124337295157,0.7642082094847226,2.7174739907687973,205.62254560870875,20.89429541182106,39.400758213176246,risky_farming,7.53864962919312,9.705764773111111,18591.309503853357,0.9506127878122926,1.8670104440017217,24.65420832660162,20.50212034699487,7.398064585208166,107.6270796943799,0.9237266723882367,3.6823359103204076,234.6367269177063,23.257576375216512,46.341882528533006
Khakass,2016,7.2158800522783455,10.933919216666666,17168.066125676018,0.8337782584845238,-0.0404195429512858,26.37575502067471,21.880678757483693,7.128609066264779,119.5505894365926,0.6951861843214854,0.0016337394523908,288.3903746746475,21.991531087352595,-1.0660959629307536,other,7.307693676349054,7.022059291666666,11555.594790866295,0.36920155998921816,-0.32041655330578966,24.78132509720315,20.229400982401337,6.926806477183442,52.751779439915296,0.38865518577234476,0.2863583468530036,176.9347416760932,9.939561195953251,-7.266105312008808
Kirov,2016,7.425470679712793,14.073431666666666,11624.48120721309,-0.1564943531049435,-1.6063137938653391,25.31838569467696,19.569849763833588,7.534344015445701,198.06147887633608,0.0244904825537347,2.58024400436206,356.3165709843471,-3.962184390949927,-40.66927217976249,risky_farming,7.329571752915682,13.317888779166667,11349.308505190813,-0.08093474314240903,-1.4445423021658395,25.686887421424977,22.132103011545542,7.335426517666338,183.73153639727838,0.06708146799739059,2.2822999680265554,343.44572754134117,-2.2341664897616043,-37.219546609936515
Komi,2016,7.1308988302963465,11.188375633333337,12290.610739273674,-0.0882589762663054,-1.6966678087545497,26.287786245414697,31.116099982717,6.725433722188183,125.1797493125671,0.0077896468915762,2.8786816532639654,294.11762708247306,-2.320133102327765,-44.60164068601575,risky_farming,7.271158100991574,12.376915475,11352.966636335355,-0.031633959186612055,-1.7042487407724434,25.34983847507042,20.79014185408061,7.416524471427447,160.32698563523542,0.059276806622920244,2.985024707388678,315.4750887746874,-0.896241178564822,-43.313795682089925
Kostroma,2016,7.233251211531949,14.050005666666666,12942.479702892111,0.2183062402551597,-0.6704682572415044,25.34823865137774,21.677370430065658,7.342051334482132,197.4026592333654,0.0476576145343435,0.4495276839684601,356.1428966918763,5.533678677072794,-16.995189392730975,other,7.498523249715776,14.161220533333333,12948.883044801774,0.19608290694577094,-0.8768600821466757,25.31580542900733,20.6684509699842,7.634063110407145,200.77233160451584,0.09418241472931764,1.05164319063504,358.5959225015199,4.967428748117832,-22.155026975379208
Krasnodar,2016,8.6409807875573,19.459292666666663,13335.720978510417,0.6633160997400667,0.6661853754654783,22.920490467615963,15.108404493719997,8.632180071038299,378.6640710869871,0.4399882481743741,0.4438029544840803,446.01653207288246,15.203530341108396,15.269295548021656,black_soil,8.347289002020418,17.128566354166665,16798.026433785384,1.0556026631300837,1.2141257528708842,25.450652375805607,19.06527679768538,8.23664935535147,306.65751185290793,1.173790019141869,1.6032706411924642,433.4992422620005,26.64400941704796,30.596410828682153
Krasnoyarsk,2016,7.709042842818989,5.1666718000000005,8311.99989402037,-0.1331383586653444,-0.7490091094948136,23.208172572151074,16.24580127514673,7.67551757887685,26.69449748891525,0.0177258225481018,0.5610146461062137,119.90901075806644,-3.0898980038782584,-17.383132671268832,other,7.208656640252587,9.600437405200001,12049.492601516125,0.5100417921838644,0.05175654465080515,26.046763370162232,21.98752287722437,6.89296956526233,100.48508810637531,0.4275706844868844,1.649807100583316,249.68936552020492,13.38986777072317,1.4853183158932721
Kurgan,2016,7.407152958985434,15.304615383333331,10596.886176182816,0.9978824768075248,0.1089051215605325,25.432796045970456,18.42934520690706,7.32312686909906,234.2312520317633,0.9957694375195204,0.0118603255021143,389.23916160633854,25.378941510493625,2.769761745010644,other,7.422678527536419,14.540240544444444,9691.384343021153,0.2728361056354251,-1.1509197843162104,26.07339655000247,19.546344971872365,7.42443393806321,211.67017633025927,0.10951775109179943,1.4151763653198453,379.1399482320711,7.115376873187214,-29.99101208079528
Kursk,2016,8.329442845742918,16.197261666666666,14544.624120840794,1.971032204669572,2.232070021020669,25.459464286481257,18.49639351301455,8.121032560575111,262.35128549846945,3.884967951844594,4.98213657873921,412.3736049412919,50.18142402228938,56.82730698510119,black_soil,8.242537651860314,16.667412625,12107.266215505706,1.309108278555823,1.3424322290853161,24.842005482382987,18.20717987322904,8.05749888639961,278.2108807206793,1.8821327486307937,2.1913411368056823,413.9875914332277,32.65484871245454,33.51187762946429
Leningrad,2016,7.828720462543498,13.345129833333331,17742.035277792467,1.0147177092425006,0.2788759966214201,25.535450195278177,21.690828471445545,8.15659249283827,178.09249026852336,1.029652029450348,0.0777718214915903,340.77389820860424,25.91127352662864,7.12122412238484,risky_farming,7.732358307640683,14.02778871111111,15535.399333873162,0.7538850611278363,-0.049192553979909404,25.45411222524306,21.576391260678236,7.862971184515853,196.95708924477492,0.7480761577333915,0.5770596243781498,357.27171251598327,19.394494374837798,-0.8803535007946177
Lipetsk,2016,8.162118129414655,16.211701833333333,12895.152046619374,1.7944273475227777,1.9500963690667203,25.55954774503281,18.849337717472125,7.991963611217643,262.8192763329033,3.219969505537632,3.8028758486472074,414.3637670373192,45.86475146400102,49.84358125257596,black_soil,8.062141323899066,16.206050233333336,13501.439916252291,1.6442045886329653,1.6552469184873821,25.66431717570344,18.88881022722535,8.01784840747962,263.25092008416294,2.793011504083916,2.9159189924798157,415.6054953361952,42.21908740646361,42.46562312593383
Mariy-El,2016,7.365418734588529,15.330023933333337,10147.397885790053,-0.2896859757370782,-1.3132765272909868,26.29921494264576,21.390435202656512,7.39552750711279,235.00963379657284,0.083917964538743,1.7246952371334738,403.1675944986372,-7.618513741779484,-34.53814167035705,other,7.640337954627587,15.093045333333333,10410.461120851756,-0.14434390340472458,-1.423803884559733,25.83102619993838,19.270478338911033,7.594689858889015,228.83962946330854,0.020982795878029953,2.0605273686821266,390.39154470744245,-3.722322337975342,-36.68475347351486
Mordovia,2016,7.898093989454465,15.723533833333336,11209.98371491769,0.5652209096416718,-0.0519082498969742,26.31051449791969,20.217129846588104,7.750632055929303,247.2295162079781,0.3194746766961589,0.0026944664073667,413.6942648804476,14.871252937654564,-1.3657327614759804,other,7.824723532389221,16.025645527777776,11889.745259343963,0.8592109831273943,0.395441512672846,25.964106460821423,19.547467254426635,7.670595023238694,256.8697244956021,0.8254966292831911,0.39568414523984147,416.1090222914994,22.283427682257496,10.230026061033309
Moskva,2016,7.811813442420657,15.038294549999998,13556.293819781364,0.8395488320119515,0.3718982936498919,25.65051952323405,20.67544232453851,8.040084496417693,226.15030297255964,0.704842241332632,0.1383083408197012,385.7400679509191,21.534863706230905,9.539384441923984,other,7.611228719764112,14.925563876190479,13774.15285199647,0.9007609401209414,0.4571230261182136,25.598799035445325,20.650951965196278,7.753200735094719,222.99157288922393,0.9843906047951075,0.6580055479569211,382.0735279501956,23.128413305790797,11.794975532510442
Novgorod,2016,7.79609090689723,14.2094195,17128.184514899465,1.071910359576767,0.4048151673129754,25.71369842646664,22.660452246712047,8.006647606857566,201.90760252698027,1.1489918189679935,0.1638753196866322,365.3767278381544,27.562779726362404,10.409295130745486,risky_farming,7.603300020998297,13.886288158333333,15446.805636055207,0.731377679316419,-0.061000161861022736,25.334542770779038,21.146050696449574,7.788607912634699,193.0731534522506,0.6611997919110862,0.411486645031853,351.89290292531473,18.667320634238642,-1.2966697373425906
Novosibirsk,2016,7.316171643066109,14.7604634,9103.964197853236,0.4829363038541179,-0.9191122221683145,25.733901138136,18.383941318853697,7.27724127730104,217.8712797827396,0.2332274735802769,0.8447672769391769,379.8443058886748,12.427835099398678,-23.65234306013189,other,7.321769821684385,13.255604846666667,11110.865984184573,0.42940937035268195,-0.886653702518168,25.28879772666413,19.299583289498603,7.21896652912732,182.3356465603655,0.4180840238696795,1.5738952519207512,333.47708643194227,10.38853477817198,-23.163942723855033
Omsk,2016,7.316658828406656,14.771455116666669,9369.174748109188,0.512492370924153,-0.9016640447257286,25.773121851099795,18.09018374802384,7.34312786922297,218.19588626369784,0.2626484302554596,0.8129980495511607,380.7065126399016,13.20852832358723,-23.2386972934717,other,7.403877141158889,14.197802566666665,9358.883502855075,0.276263182062332,-1.298414823303467,25.958147926803385,19.57648289154996,7.389395877745105,201.8407277809718,0.18637811393824627,1.9101427586498347,368.4893487753913,7.1515817952252245,-33.74242000139542
Orenburg,2016,7.04900612398343,17.326514166666666,6573.420587835339,0.0690122992461974,-0.3818311024761678,25.792170044059723,17.883387374758783,6.667490165973225,300.20809316770067,0.0047626974472466,0.1457949908181657,446.8883996574764,1.779976957289458,-9.848252723176111,volga_dry,7.557706500094025,16.436716193333332,8655.036432242689,0.042924962014819074,-0.8536586961299243,26.011469527866083,18.657636264682814,7.270429225045235,271.33730178872753,0.1688167583120584,1.1261041584857048,427.3398028551974,1.0690614125637157,-22.3073503626639
Penza,2016,7.908665813265556,16.002193000000002,12075.237855856443,0.9247411130066072,0.4196725134209856,25.847229821058004,19.27568881197336,7.710700138841489,256.07018080924905,0.8551461260846988,0.1761250185210874,413.6123601119257,23.901996072862747,10.847371903973269,black_soil,7.825075283326394,16.46592486666667,11575.32670781439,0.9660181668948074,0.5568761858320169,26.072400549505748,19.398655895996548,7.613828796693608,271.8684405499315,1.2303810471154,0.9454710885906591,429.25426692878267,25.157525095111506,14.472374294919335
Perm',2016,6.904574287765166,13.601215816666668,11155.460955467888,-0.3603219432140345,-2.1863134583916106,25.86492939777071,20.353575383018427,7.107485231993732,184.9930716915435,0.1298319027615379,4.779966538344285,351.79448682192566,-9.319701621698549,-56.54884324269492,risky_farming,7.371533768290544,13.975366370000001,10248.770036472386,-0.2185389993052544,-1.6942830340221429,26.034303002702735,22.006496261695133,7.298049569479094,197.55886666916206,0.11061052972736338,2.8820389592746887,363.80562219797525,-5.719043041739912,-44.13615045539689
Primor'ye,2016,7.940530614234359,13.426301833333332,24849.85628288714,1.070462102241028,1.24805323649752,23.43131611418195,18.771032938140948,7.996803836656175,180.26558091977003,1.145889112334281,1.5576368811319348,314.59592250125394,25.08233590586128,29.24352991170128,other,7.174701452954739,8.60297875,18371.92641060544,0.8741900305338208,1.6484762633319283,23.901319715419355,21.691727489274477,7.459287163225085,74.01124337295157,0.7642082094847226,2.7174739907687973,205.62254560870875,20.89429541182106,39.400758213176246
Pskov,2016,7.845420077696541,14.429525216666669,15536.121622994631,1.035037313584953,0.5648549020431228,25.882321138551745,22.059522866872022,7.901545658553358,208.2111979784192,1.0713022405131565,0.3190610603621459,373.4696055345972,26.789168140589645,14.619755971365294,risky_farming,7.600515978835993,14.156619875,16028.859295828152,0.9276854276941489,0.29401519812555554,25.603691032252925,21.606036946822698,7.8193121234181415,200.66919032948857,0.8785203883362322,0.11418791410388428,362.5180489568859,23.77536892544329,7.578124842596711
Rostov,2016,8.165338267146053,19.677790833333333,9148.05625720067,1.0172942633979176,1.1782613764924574,25.510757584053454,17.40994232965123,7.972333864560681,387.2154520804173,1.0348876183423117,1.3882998713339003,501.9953517388759,25.951947345192504,30.058340346352225,black_soil,8.131746577551903,19.522377999999996,10441.502742959276,1.17130159182944,1.263840385591263,24.49653368995252,17.342054603703776,7.910238904142787,382.7251985403035,1.4614501141789857,1.7365211194428085,478.68677247497806,28.779716317736312,31.020556485265438
Ryazan',2016,7.901225624887254,15.768666833333334,12813.809270032769,1.183739950034363,0.98209548120508,25.932751990853404,19.57712013778045,7.998531046213036,248.65085370066672,1.4012402693073562,0.9645115342034376,408.92492621522905,30.69763454590634,25.46843854542917,other,7.918675180144779,15.675603435714288,12978.862582130969,1.1876280017273455,0.8972509097991963,25.73352317984341,19.70870002249389,7.8957907307463735,245.99945710620668,1.7169114343879741,1.499594884238372,403.4746098955874,30.64821136559107,23.197632092906744
Sakha,2016,6.99599957197392,4.722033776,9761.34817009199,0.7516913449257809,2.0894209713865117,26.40684560808101,24.0018844484701,6.625830488660153,22.29760298168482,0.5650398780363294,4.365679995669752,124.6940168789758,19.849797290385865,55.17501700169025,risky_farming,7.30364886812982,8.940076635333334,14256.011387978395,0.5174976694405239,0.8523509324385827,24.485464195957533,19.394355555396,7.203046704362729,84.05241106882985,0.44123091903503614,1.8939659997658924,220.2285182023703,12.737654135438875,21.056829490125892
Samara,2016,7.536726429783088,17.254991999999998,9041.236951484245,0.1127944913030342,-0.578235481023729,25.405397071515075,18.37547991357529,7.098156507439707,297.7347489200639,0.0127225972683102,0.3343562715147433,438.369923225816,2.865588839033138,-14.690301996246356,volga_dry,7.544516425992863,16.959395875,8931.148061641783,0.26988870768829853,-0.42258152989929726,26.053296794035298,18.73855603107463,7.146889297300055,288.26163667137087,0.17401420933949757,0.43874935508587304,441.7280931818993,7.009447221819457,-11.081275888038023
Saratov,2016,7.609575191430786,18.09233358333333,9174.541972098696,0.6735840988702897,0.1482424147406331,25.965012856328805,18.31013702202516,6.962477436233099,327.3325344906111,0.4537155382509002,0.0219758135281338,469.7676740922393,17.489619786985724,3.849116204593767,volga_dry,7.7272143154718735,17.145394130952383,10492.87692938746,0.8960422038695033,0.5793858979346292,25.53262580462989,18.44574420070259,7.449336575741693,294.9455195325169,1.237408069721571,1.2253507414252685,437.32366345561314,22.798568300501366,14.614158165684408
Smolensk,2016,7.593756940478375,14.745854,14678.04361091234,0.9030654577408948,0.4628534433806343,26.01153286869145,21.248214290103125,7.698435182966199,217.440210189316,0.8155272209647718,0.21423331004931,383.5622659979253,23.49011683660717,12.039527555882383,other,7.722482651148919,14.932297153333336,13839.579495090344,0.8417480269724205,0.3804589672110741,25.28120511700599,20.582781170821537,7.829400530543909,223.28844491581626,0.7278397015665632,0.19054398340775558,377.3228232986507,21.331611587927252,9.656295831983869
Stavropol',2016,8.346614409553764,20.07249733333333,11660.256482938035,1.4307125313172664,1.7271711037976754,23.767788304907928,15.971624207058154,8.237483537936656,402.90514919667385,2.04693834726826,2.98312002179368,477.0788673694955,34.00487256952774,41.051037161417305,volga_dry,8.169419083281857,16.96203175,17455.055592517252,1.1238177778742342,1.2589178632013032,25.697722500001525,19.81988005332803,8.015913110682698,299.78321719767234,1.328755934812984,1.6856526987677098,434.3678438972534,29.111979306099695,32.646541667940596
Sverdlovsk,2016,7.47450744190034,14.071909933333332,10540.483905239142,0.1375840719300634,-1.5691411274906657,25.996265399966568,20.17110044949217,7.516535030091255,198.0186491718453,0.0189293768488568,2.4622038779826774,365.8171053113592,3.5766720487020183,-40.79180920025012,other,7.2918940517690505,14.18847147777778,10056.025990486509,0.10790463292584561,-1.2301904558813002,26.002223450373215,21.17823174328516,7.226220490023981,203.54470362935226,0.2971113963229672,2.070684666550543,368.76585364305413,2.70616365746844,-32.12050433775208
Tambov,2016,8.052202451844607,16.43901333333333,13898.109929880124,1.9383939895864992,1.921394739718873,26.04138583187396,19.099299660062915,8.054949560431034,270.24115937351104,3.7573712588650654,3.691757745819357,428.0946889086537,50.4784657770075,50.03578175235222,black_soil,7.939832056108722,16.71440225,11725.631547244166,1.2036981352434188,1.000471584181708,25.62443056274831,18.711949089632974,7.729800052266303,280.20438273017726,1.6018860304372562,1.4444493419935345,428.18106709530343,30.748190114233502,25.458158296835688
Tatarstan,2016,7.855205229542381,16.112659,9196.44103449042,-0.1321934537045057,-1.241293975254127,26.343666705199794,18.97110691398848,7.655035702332329,259.617780050281,0.0174751092023252,1.5408107330021932,424.46651843053786,-3.482460285000757,-32.70023476726724,black_soil,7.409670430946562,15.83345044761905,9279.285659300203,-0.11153534157666628,-1.0991989716091302,25.92808328527227,19.454882311540455,7.244572451471903,251.9195071032323,0.12112005380117172,1.6172245210840261,410.47272521790245,-2.9391499532181857,-28.569961578114373
Tomsk,2016,7.373747196557077,13.51991865,8542.450441857394,-0.1918333242897333,-1.966072097152312,26.05598463547748,20.806594942552863,7.326145718292413,182.78820030261784,0.0368000243080499,3.86543949120089,352.2747926173054,-4.998406150265859,-51.227944355641625,risky_farming,7.465896474536309,12.252903991666667,9303.843677209346,0.3499942206838845,-0.8949613817446578,25.199938392045887,18.064709688816897,7.465171840760682,166.90609169822767,0.20067714257756256,0.8097503701014972,313.4521942767091,9.142945463912627,-22.655286403321295
Tula,2016,7.910260175475197,15.128193333333334,14581.239668894226,1.685858632091336,1.6384232080171677,26.07037336884007,19.72377606635506,7.929400841352674,228.8622335307112,2.842119327396871,2.6844306085692664,394.3976485959972,43.95096398570311,42.71430476918027,other,7.855011091446445,15.495825595833335,13241.94357156973,1.1923337942879648,0.9850106423670202,25.582998303979167,19.969747812651207,7.96277055329861,240.39021459866592,1.5579077069749885,1.3275328028071702,396.49391509333066,30.516936861575374,25.217630128815927
Tuva,2016,6.906344509879119,8.877446783333333,14799.18968771222,0.8715414786437807,0.1081760028832343,26.35447762225523,24.213000689655946,6.178095375490035,78.80906139091535,0.7595845489965877,0.0117020475997935,233.96047259412,22.96902039578476,2.8509220472512173,other,7.140755075863339,8.695017591666666,11950.586637711163,0.3221767543538786,-0.2319017463979218,25.210252210346518,19.762933931660065,6.882652633911825,80.36215935339733,0.2214963897707178,0.15240129823215448,221.5777762704932,8.495879506426467,-5.537829193126983
